//X Y Z R G B Intensity
-2.68630004 -2.37080002 0.36500001 84 74 83 1471.000000
-2.68610001 -2.37069988 0.36600000 83 75 88 1371.000000
-2.66499996 -2.35069990 0.36149999 75 62 71 1182.000000
-2.64429998 -2.33249998 0.35969999 78 66 76 1453.000000
-2.66059995 -2.34689999 0.36289999 79 68 82 1439.000000
-2.65880013 -2.34520006 0.36370000 79 68 82 885.000000
-2.68070006 -2.36459994 0.36770001 79 70 89 539.000000
-2.67989993 -2.36389995 0.37360001 103 100 127 335.000000
-2.65059996 -2.33680010 0.34900001 107 108 103 439.000000
-2.65799999 -2.34330010 0.35900000 74 61 70 796.000000
-2.65269995 -2.33859992 0.35929999 68 56 66 1246.000000
-2.65249991 -2.33839989 0.36019999 68 56 66 1846.000000
-2.65089989 -2.33699989 0.36100000 73 63 74 2125.000000
-2.65770006 -2.34299994 0.36289999 75 67 80 1692.000000
-2.65089989 -2.33699989 0.36300001 75 67 80 914.000000
-2.65770006 -2.34159994 0.35929999 74 61 70 1292.000000
-2.65420008 -2.33850002 0.35980001 68 56 66 2028.000000
-2.65159988 -2.33620000 0.36050001 73 63 74 2707.000000
-2.65280008 -2.33730006 0.36160001 73 63 74 2471.000000
-2.65109992 -2.33579993 0.36240000 75 67 80 1625.000000
-2.65280008 -2.33730006 0.36359999 75 68 86 757.000000
-2.67260003 -2.35479999 0.37239999 104 101 128 360.000000
-2.68350005 -2.36299992 0.35110000 115 116 110 292.000000
-2.64269996 -2.32710004 0.35569999 85 72 82 585.000000
-2.65789986 -2.34049988 0.35870001 73 61 71 1060.000000
-2.66179991 -2.34400010 0.36030000 69 57 67 1946.000000
-2.65350008 -2.33660007 0.36010000 69 57 67 2807.000000
-2.65030003 -2.33380008 0.36070001 74 64 75 3042.000000
-2.65660000 -2.33940005 0.36260000 78 67 81 2142.000000
-2.65229988 -2.33559990 0.36300001 78 67 81 1225.000000
-2.65350008 -2.33529997 0.35850000 75 63 75 1421.000000
-2.65079999 -2.33290005 0.35920000 70 60 71 2460.000000
-2.65249991 -2.33439994 0.36039999 76 66 77 3100.000000
-2.65610003 -2.33759999 0.36190000 76 66 77 2842.000000
-2.65409994 -2.33579993 0.36260000 78 70 83 1857.000000
-2.65709996 -2.33850002 0.36399999 79 72 90 946.000000
-2.67530012 -2.35450006 0.37259999 103 100 127 417.000000
-2.67229986 -2.35060000 0.34740001 131 132 126 285.000000
-2.66619992 -2.34520006 0.35870001 75 63 75 603.000000
-2.65619993 -2.33640003 0.35830000 75 63 75 1203.000000
-2.65820003 -2.33820009 0.35960001 70 60 71 2085.000000
-2.65149999 -2.33229995 0.35969999 70 60 71 3035.000000
-2.65240002 -2.33299994 0.36080000 76 66 77 3200.000000
-2.65190005 -2.33260012 0.36170000 78 70 83 2375.000000
-2.65859985 -2.33850002 0.36370000 78 70 83 1396.000000
-2.65520000 -2.33419991 0.35859999 76 64 78 1839.000000
-2.65409994 -2.33319998 0.35940000 72 61 75 2814.000000
-2.65260005 -2.33190012 0.36019999 76 65 79 3492.000000
-2.65210009 -2.33139992 0.36120000 76 65 79 3067.000000
-2.65009999 -2.32969999 0.36190000 77 69 84 1817.000000
-2.65789986 -2.33649993 0.36390001 79 72 90 839.000000
-2.65540004 -2.33430004 0.36960000 102 99 126 396.000000
-2.65980005 -2.33690000 0.34459999 134 134 132 332.000000
-2.65170002 -2.32980013 0.35650000 77 66 82 575.000000
-2.66039991 -2.33739996 0.35870001 75 64 80 1153.000000
-2.65390015 -2.33170009 0.35879999 72 61 75 2175.000000
-2.65470004 -2.33249998 0.35990000 72 61 75 3100.000000
-2.65269995 -2.33069992 0.36070001 73 65 78 3210.000000
-2.65289998 -2.33089995 0.36170000 75 67 82 2275.000000
-2.65509987 -2.33279991 0.36300001 75 67 82 1182.000000
