//X Y Z R G B Intensity
-2.47574997 -3.17700005 7.16424990 189 195 195 9653.000000
-2.47550011 -3.17624998 7.16450024 189 195 195 9767.000000
-2.47600007 -3.17700005 7.16750002 189 195 195 9500.000000
-2.47525001 -3.17600012 7.16674995 189 195 195 9414.000000
-2.47525001 -3.17624998 7.16849995 189 195 193 9489.000000
-2.47499990 -3.17600012 7.16949987 189 195 193 9410.000000
-2.47399998 -3.17475009 7.16800022 189 195 193 9442.000000
-2.47449994 -3.17499995 7.17024994 189 195 193 10039.000000
-2.47475004 -3.17549992 7.17275000 189 195 193 10585.000000
-2.47425008 -3.17475009 7.17250013 194 196 193 11010.000000
-2.47674990 -3.17750001 7.16249990 192 196 199 10042.000000
-2.47624993 -3.17700005 7.16275024 192 196 199 10300.000000
-2.47674990 -3.17750001 7.16499996 189 195 195 10814.000000
-2.47624993 -3.17674994 7.16524982 189 195 195 11260.000000
-2.47600007 -3.17674994 7.16650009 189 195 195 10992.000000
-2.47574997 -3.17624998 7.16699982 189 195 195 11010.000000
-2.47550011 -3.17600012 7.16800022 189 195 195 10835.000000
-2.47475004 -3.17499995 7.16725016 189 195 193 10853.000000
-2.47475004 -3.17499995 7.16849995 189 195 193 10739.000000
-2.47525001 -3.17575002 7.17124987 189 195 193 11067.000000
-2.47425008 -3.17449999 7.17000008 189 195 193 11514.000000
-2.47449994 -3.17449999 7.17175007 194 196 193 12414.000000
-2.47475004 -3.17499995 7.17425013 194 196 193 12810.000000
-2.47449994 -3.17449999 7.17474985 194 196 193 12135.000000
-2.47350001 -3.17324996 7.17350006 194 196 193 11425.000000
-2.47375011 -3.17374992 7.17574978 194 196 193 10417.000000
-2.47725010 -3.17775011 7.15824986 192 193 197 10625.000000
-2.47799993 -3.17849994 7.16149998 192 196 199 11196.000000
-2.47749996 -3.17775011 7.16149998 192 196 199 11428.000000
-2.47674990 -3.17700005 7.16100025 192 196 199 11675.000000
-2.47725010 -3.17775011 7.16400003 192 196 199 11857.000000
-2.47725010 -3.17750001 7.16524982 189 195 195 12442.000000
-2.47674990 -3.17700005 7.16524982 189 195 195 12653.000000
-2.47700000 -3.17700005 7.16725016 189 195 195 12978.000000
-2.47624993 -3.17624998 7.16699982 189 195 195 12392.000000
