//U V R G B Intensity
0.03759926 -0.05540796 100 98 101 425
0.02406273 -0.05734589 102 101 106 453
0.02246406 -0.05243105 101 98 109 667
0.01264674 -0.05669527 113 113 121 482
0.02191536 -0.05168006 101 98 109 828
0.01225032 -0.05592632 113 113 121 639
0.01618367 -0.05384866 101 98 109 714
0.01776939 -0.05293773 101 98 109 689
0.02313558 -0.04963452 94 88 100 1121
0.02976706 -0.04625831 89 82 98 907
0.03403588 -0.04361246 89 82 98 725
0.01188482 -0.05495773 113 113 121 721
0.02133723 -0.04972547 94 88 100 832
0.03254205 -0.04333551 89 82 98 814
0.04025589 -0.03919757 101 92 113 646
0.00565036 -0.05727610 123 126 131 582
0.00804337 -0.05601288 123 126 131 685
0.02017887 -0.04921234 101 98 109 842
0.02600247 -0.04602185 94 88 100 885
0.02998175 -0.04368227 89 82 98 867
0.03580478 -0.04049122 101 92 113 807
0.00843980 -0.05462247 113 113 121 792
0.01554457 -0.05055694 101 98 109 810
0.01633742 -0.05010148 101 98 109 792
0.03604893 -0.03911876 101 92 113 789
0.04092741 -0.03656769 95 87 108 685
0.01011740 -0.05268966 92 90 104 842
0.01548361 -0.04955245 90 86 103 782
0.01752671 -0.04858825 90 86 103 775
0.03220749 -0.04017390 90 80 104 782
0.03504343 -0.03858760 97 84 110 821
0.00328771 -0.05518307 113 113 123 753
0.00377604 -0.05476349 113 113 123 807
0.01243501 -0.04998614 92 90 104 814
0.01652061 -0.04772453 90 86 103 742
0.01981339 -0.04591837 93 85 106 807
0.02806148 -0.04126559 90 80 104 735
0.03025685 -0.03995079 90 80 104 760
0.03214710 -0.03916998 97 84 110 742
0.03906809 -0.03515549 94 84 109 792
0.04583681 -0.03132495 93 85 108 625
-0.00184934 -0.05684407 135 140 146 703
0.00412651 -0.05380102 113 113 123 789
0.00745021 -0.05179521 92 90 104 810
0.01472227 -0.04781547 90 86 103 750
0.02069811 -0.04444041 93 85 106 825
0.02368578 -0.04283622 93 85 106 864
0.02463147 -0.04219738 93 85 106 871
0.04815499 -0.02895464 93 85 108 550
0.02476873 -0.04107838 93 85 106 821
0.02525703 -0.04049281 90 80 104 782
0.02760467 -0.03932608 90 80 104 796
0.02949493 -0.03837926 90 80 104 760
-0.00843487 -0.05829702 124 132 134 482
0.00261769 -0.05225763 113 113 123 810
0.00484398 -0.05107521 113 113 123 778
0.01380808 -0.04592987 90 86 103 760
0.02246704 -0.04098651 93 85 106 860
0.02829062 -0.03763003 90 80 104 767
0.03794125 -0.03244992 94 84 109 807
0.04266746 -0.02975078 94 84 109 771
-0.00770239 -0.05667162 135 140 146 807
0.00917377 -0.04727511 92 90 104 750
0.02464738 -0.03873732 90 80 104 842
0.02669048 -0.03744111 90 80 104 775
0.02763562 -0.03696769 90 80 104 775
0.02922131 -0.03605677 90 80 104 735
0.03095929 -0.03512727 97 84 110 782
0.03236182 -0.03443456 97 84 110 796
0.03489265 -0.03288359 97 84 110 832
-0.01123932 -0.05752487 124 132 134 721
-0.00761050 -0.05548310 135 140 146 889
-0.00572025 -0.05437028 135 140 146 785
-0.00163463 -0.05227467 113 113 123 767
-0.00099405 -0.05183716 113 113 123 742
0.00408205 -0.04900564 113 113 123 764
0.00722255 -0.04721744 92 90 104 771
0.01210101 -0.04449974 90 86 103 800
0.01368672 -0.04358881 90 86 103 892
0.01493640 -0.04291350 90 86 103 821
0.01636983 -0.04202053 90 86 103 707
0.02428248 -0.03760328 90 80 104 842
0.03010607 -0.03441279 97 84 110 807
0.03199631 -0.03329933 97 84 110 803
0.03513681 -0.03167776 97 84 110 850
