//U V R G B Intensity
0.01551484 -0.06164108 82 65 81 478
0.01093135 -0.06184079 75 62 79 2282
0.01019808 -0.06092604 75 62 79 1492
0.02092113 -0.05489783 71 60 74 760
0.01889984 -0.05546327 73 60 78 685
0.01218055 -0.05692823 67 56 72 1210
0.01036839 -0.05661240 74 65 82 1425
0.00547496 -0.05783244 84 74 98 871
0.02543014 -0.05143334 81 70 87 1060
0.01945782 -0.05308960 77 63 86 1567
0.01780847 -0.05256069 77 65 87 1864
0.00987691 -0.05487140 76 69 87 1610
0.00808667 -0.05494835 78 70 91 1532
0.00700779 -0.05538459 78 70 91 1692
0.00299472 -0.05654932 82 69 95 1535
0.02396055 -0.04990813 81 67 92 1696
0.02203694 -0.05031314 81 67 92 1928
0.01518737 -0.05196488 76 66 90 1939
0.01413790 -0.05251610 76 66 90 1832
0.01227949 -0.05286858 72 67 87 1757
0.01126887 -0.05311067 72 67 87 1789
0.00344118 -0.05497801 84 71 97 1875
0.02612893 -0.04845387 85 71 97 1796
0.02022486 -0.04991600 83 68 97 1946
0.01735262 -0.05065192 81 68 94 1946
0.01236153 -0.05195132 76 68 91 2032
0.01046734 -0.05247131 74 71 92 1989
0.00452755 -0.05410128 85 75 102 2125
0.00253888 -0.05464055 86 73 101 2042
0.02738750 -0.04710246 84 72 96 1896
0.02350783 -0.04793912 83 66 98 1864
0.00771286 -0.05220356 78 73 95 2189
0.03262979 -0.04447166 77 75 89 1967
0.02577394 -0.04632458 84 67 99 1921
0.01200335 -0.04996338 77 72 94 2021
0.00808796 -0.05096768 79 75 98 2157
0.00032540 -0.05278255 85 70 101 2025
-0.00169897 -0.05340800 87 72 103 2182
0.03388527 -0.04309902 79 75 90 1871
0.02399437 -0.04598240 85 65 102 1764
0.02197311 -0.04646657 88 68 105 1932
0.01923423 -0.04695588 85 70 103 1832
0.01724246 -0.04747372 79 66 94 1889
0.00745863 -0.04985402 79 75 100 2096
0.00155144 -0.05153888 84 69 102 2171
0.00060275 -0.05178840 85 70 103 2050
-0.00439151 -0.05322894 86 73 103 2175
-0.00719542 -0.05368958 86 76 103 2207
-0.00921670 -0.05425503 85 80 103 2250
0.03611877 -0.04159211 80 74 84 1917
0.03027976 -0.04300163 81 71 98 1935
0.01458565 -0.04704556 77 67 92 2071
0.00281002 -0.05002497 83 69 102 2089
0.00065227 -0.05081599 85 70 103 2082
-0.00114107 -0.05119710 88 73 106 2114
-0.00698320 -0.05266666 86 76 103 2075
-0.00792560 -0.05279605 87 79 103 2150
0.03825774 -0.04002268 83 77 89 2010
0.03747500 -0.04008047 83 77 89 1892
0.03427719 -0.04107986 78 74 91 1846
0.03336110 -0.04138426 78 74 91 1796
0.02644329 -0.04322995 80 65 96 1964
0.02155298 -0.04439015 86 69 103 1946
0.01767010 -0.04536816 81 68 98 1946
0.01472962 -0.04621678 75 66 93 2046
0.01385555 -0.04615216 79 71 95 2046
0.01280920 -0.04648064 79 71 95 2189
0.00700279 -0.04794524 75 71 96 2121
0.00389954 -0.04900675 78 69 98 1907
0.00295402 -0.04919618 81 70 100 2107
-0.00184176 -0.05033744 88 75 105 2064
-0.00781413 -0.05191232 81 72 99 2067
-0.00872705 -0.05215682 85 76 103 2225
-0.01156356 -0.05272509 82 77 100 2000
0.02776700 -0.04174481 79 67 89 1821
0.01312227 -0.04531885 82 73 100 2178
0.00923629 -0.04635688 79 74 97 2171
0.00721509 -0.04692245 81 76 99 2064
0.00616874 -0.04733219 84 75 102 1957
0.00427463 -0.04785250 85 76 103 1989
0.00319884 -0.04814707 84 75 102 2050
-0.00068402 -0.04912508 84 74 101 2032
-0.00554802 -0.05037904 84 76 100 2117
-0.00942772 -0.05129715 81 73 97 1982
-0.01246275 -0.05216470 81 76 99 2025
0.03878000 -0.03781687 88 83 103 2025
0.03600854 -0.03825108 74 69 89 1967
0.03010447 -0.03987610 82 73 92 1810
0.01427698 -0.04416665 82 73 100 1971
0.00748935 -0.04590707 81 76 99 2057
0.00263156 -0.04695952 84 75 102 2039
-0.00418550 -0.04858477 85 75 102 2039
-0.01016099 -0.05038239 82 74 98 2007
0.04101662 -0.03624992 84 78 104 2192
0.02920529 -0.03931571 84 72 92 1803
0.02252161 -0.04077559 84 75 96 1960
0.01165578 -0.04365197 82 73 100 2071
0.00470227 -0.04566549 84 76 100 1939
-0.00009351 -0.04680657 83 75 99 1982
-0.00097079 -0.04680203 83 75 99 1932
-0.00302768 -0.04745399 83 75 99 2025
-0.00391124 -0.04773210 83 75 99 2096
-0.00609843 -0.04848920 84 76 100 2100
-0.00798944 -0.04886805 82 74 98 2050
-0.01187540 -0.04990608 85 77 101 2125
-0.01474447 -0.05058230 83 77 103 2132
-0.01562483 -0.05071885 83 77 103 2075
0.03460718 -0.03669442 82 76 102 1960
0.03359974 -0.03679517 85 75 99 1975
0.02387482 -0.03932431 84 74 98 1967
