//U V R G B Intensity
0.02118448 -0.05409874 189 195 195 9500
0.01895335 -0.05500967 189 195 193 9410
0.01589497 -0.05589213 189 195 193 10585
0.01573231 -0.05587446 194 196 193 11010
0.02359518 -0.05301310 189 195 195 10814
0.01731630 -0.05517513 189 195 193 11067
0.01434755 -0.05607396 194 196 193 12810
0.01366383 -0.05618106 194 196 193 12135
0.01242205 -0.05672296 194 196 193 10417
0.02712143 -0.05147191 192 196 199 11196
0.02458466 -0.05243698 192 196 199 11857
0.02337946 -0.05266878 189 195 195 12442
0.02312717 -0.05284234 189 195 195 12653
0.02140020 -0.05319908 189 195 195 12978
0.02015842 -0.05374117 189 195 195 12521
0.01637987 -0.05504114 189 195 193 13346
0.01539038 -0.05540967 194 196 193 14164
0.01418530 -0.05564158 194 196 193 13871
0.01233213 -0.05629243 194 196 193 12592
0.01040663 -0.05694143 192 192 190 10867
0.02802129 -0.05087961 192 193 197 11428
0.02656350 -0.05149241 192 196 199 12978
0.02411653 -0.05205891 192 196 199 13264
0.02334288 -0.05235708 189 195 195 14035
0.02235339 -0.05272580 189 195 195 14199
0.01907943 -0.05367904 189 195 195 13775
0.01736923 -0.05446490 189 195 193 13871
0.01530087 -0.05497881 194 196 193 14789
0.01409526 -0.05541813 194 196 193 15310
0.01393288 -0.05540023 194 196 193 15042
0.01031671 -0.05671810 192 192 190 12389
0.00993821 -0.05677079 192 192 190 12189
0.02953213 -0.04997149 192 193 197 11075
0.02802129 -0.05046502 192 193 197 12760
0.02755287 -0.05070898 192 193 197 13685
0.02677963 -0.05100722 192 196 199 14335
0.02631121 -0.05104379 192 196 199 14235
0.02454796 -0.05171058 192 196 199 14864
0.02325325 -0.05213351 189 195 195 15200
0.02195813 -0.05255658 189 195 195 15550
0.02071647 -0.05289138 189 195 195 15085
0.01848480 -0.05359494 189 195 193 15085
0.01573231 -0.05463068 189 195 193 15714
0.01422147 -0.05491681 194 196 193 16303
0.01396917 -0.05509018 194 196 193 16175
0.01380680 -0.05527967 194 196 193 15714
0.01251168 -0.05570274 194 196 193 15007
0.01037005 -0.05621513 192 192 190 13871
0.00938056 -0.05658366 192 192 190 13585
0.00882263 -0.05681157 192 192 190 13496
0.00709609 -0.05737557 192 192 190 12835
0.03021598 -0.04944990 189 190 194 10932
0.02897420 -0.04999200 189 190 194 13532
0.02820043 -0.05008286 189 190 194 14721
0.02591595 -0.05087456 194 198 201 15439
