//X Y Z R G B Intensity
-2.65770006 -2.34159994 0.35929999 74 61 70 1292
-2.65789986 -2.34049988 0.35870001 73 61 71 1060
-2.65859985 -2.33850002 0.36370000 78 70 83 1396
-2.66179991 -2.33730006 0.35929999 75 64 80 1367
-2.66190004 -2.33739996 0.36430001 78 71 89 696
-2.66470003 -2.33599997 0.36300001 72 65 81 953
-2.66900015 -2.33710003 0.34930000 75 68 86 671
-2.66970015 -2.33629990 0.34779999 83 79 94 928
-2.66890001 -2.33570004 0.35370001 74 60 85 1200
-2.66669989 -2.33380008 0.36140001 71 64 80 1492
-2.66610003 -2.33319998 0.36340001 73 66 82 1071
-2.66599989 -2.33310008 0.36539999 75 70 90 1010
-2.66619992 -2.33330011 0.36640000 79 74 97 1110
-2.67000008 -2.33529997 0.34930000 73 65 86 1457
-2.66900015 -2.33439994 0.35519999 76 63 91 1432
-2.66770005 -2.33330011 0.35800001 73 64 91 1235
-2.66799998 -2.33360004 0.35900000 74 66 89 1350
-2.66770005 -2.33330011 0.36100000 74 67 85 1657
-2.66770005 -2.33330011 0.36300001 76 69 87 1385
-2.66689992 -2.33260012 0.36390001 76 69 87 1385
-2.66589999 -2.33170009 0.36680001 78 73 96 1442
-2.67140007 -2.33520007 0.34790000 73 70 89 1664
-2.67159986 -2.33540010 0.34889999 73 68 90 1664
-2.67159986 -2.33540010 0.34990001 73 68 91 1896
-2.66970015 -2.33369994 0.35270000 78 68 95 1975
-2.66930008 -2.33340001 0.35460001 79 69 96 1832
-2.66919994 -2.33330011 0.35659999 76 67 96 1592
-2.66829991 -2.33249998 0.35850000 76 68 91 1517
-2.66739988 -2.33170009 0.36340001 79 72 90 1585
-2.66739988 -2.33170009 0.36539999 78 73 93 1867
-2.67299986 -2.33529997 0.34650001 76 75 91 1632
-2.67159986 -2.33410001 0.34830001 73 68 90 1789
-2.67219996 -2.33459997 0.34940001 73 68 90 1871
-2.67229986 -2.33470011 0.35040000 73 68 91 1921
-2.67079997 -2.33340001 0.35319999 78 68 95 2032
-2.67120004 -2.33369994 0.35429999 79 69 96 1896
-2.66930008 -2.33209991 0.36000001 76 68 89 1914
-2.66900015 -2.33179998 0.36100000 76 68 89 1767
-2.66890001 -2.33179998 0.36399999 79 72 90 2039
-2.66890001 -2.33170009 0.36500001 78 73 93 2075
-2.67299986 -2.33389997 0.34790000 78 75 96 1882
-2.67129993 -2.33249998 0.35270000 78 69 98 1882
-2.67240000 -2.33340001 0.35380000 78 69 98 2021
-2.66980004 -2.33120012 0.35949999 78 70 94 2025
-2.66869998 -2.33019996 0.36739999 84 78 106 2082
-2.67299986 -2.33260012 0.35330001 76 69 100 1971
-2.67059994 -2.33050013 0.36500001 83 78 100 2139
-2.67439985 -2.33249998 0.34689999 82 78 101 1764
-2.67460012 -2.33270001 0.34990001 77 71 97 1878
-2.67309999 -2.33139992 0.35380000 76 69 100 1982
-2.67299986 -2.33130002 0.35679999 82 76 104 2171
-2.67190003 -2.33039999 0.36260000 79 74 94 2089
-2.67000008 -2.32870007 0.37239999 83 76 107 2214
-2.67729998 -2.33380008 0.33669999 83 76 92 1796
-2.67610002 -2.33279991 0.34160000 82 75 91 2121
-2.67610002 -2.33279991 0.34259999 81 77 94 1946
-2.67569995 -2.33240008 0.34450001 79 74 94 1864
-2.67639995 -2.33299994 0.34560001 79 74 96 1814
-2.67610002 -2.33279991 0.34660000 79 74 96 1771
-2.67420006 -2.33109999 0.35030001 79 72 103 1882
-2.67429996 -2.33120012 0.35530001 79 72 105 2014
-2.67299986 -2.32999992 0.35920000 81 76 99 2039
-2.67219996 -2.32929993 0.36410001 79 76 97 2064
-2.67120004 -2.32839990 0.36500001 80 76 99 2057
-2.67000008 -2.32739997 0.37380001 82 78 101 2164
-2.67899990 -2.33400011 0.33629999 84 76 100 1878
-2.67820001 -2.33330011 0.33719999 83 75 98 1821
-2.67650008 -2.33179998 0.34500000 79 74 94 1871
-2.67549992 -2.33089995 0.34790000 79 74 97 1889
-2.67409992 -2.32960010 0.35569999 78 74 99 2064
-2.67199993 -2.32780004 0.36449999 80 76 99 2189
-2.67019987 -2.32629991 0.37520000 82 78 101 2239
-2.66930008 -2.32550001 0.37709999 82 78 101 2067
-2.66869998 -2.32489991 0.37900001 83 76 107 2192
-2.67989993 -2.33349991 0.33489999 86 76 101 2092
-2.67790008 -2.33170009 0.34459999 79 74 94 1846
-2.67680001 -2.33069992 0.34650001 79 74 96 1921
-2.67630005 -2.33030009 0.34740001 79 74 97 1907
-2.67439985 -2.32859993 0.36219999 79 75 98 2278
-2.67320013 -2.32760000 0.36410001 79 75 98 1932
-2.67289996 -2.32730007 0.36500001 80 76 99 2075
-2.67330003 -2.32769990 0.36710000 82 78 101 2114
-2.67280006 -2.32719994 0.36899999 82 78 101 2057
-2.67229986 -2.32679987 0.37290001 82 78 101 2064
-2.67000008 -2.32480001 0.37660000 82 78 101 2075
-2.67079997 -2.32550001 0.37970001 83 76 107 2017
-2.68020010 -2.33229995 0.33629999 83 75 99 1960
-2.67779994 -2.33030009 0.34400001 79 74 94 1796
-2.67860007 -2.33089995 0.34709999 79 74 97 1960
-2.67680001 -2.32940006 0.34990001 79 73 101 2039
-2.67650008 -2.32910013 0.35190001 79 72 103 2114
-2.67680001 -2.32940006 0.35290000 79 72 105 2121
-2.67600012 -2.32859993 0.35479999 79 72 103 1889
-2.67549992 -2.32820010 0.35569999 79 75 100 1971
-2.67589998 -2.32859993 0.35780001 80 76 99 2139
-2.67490005 -2.32769990 0.36370000 80 76 99 1964
-2.67400002 -2.32690001 0.36660001 83 79 102 2107
-2.67400002 -2.32690001 0.36860001 82 78 101 1939
-2.67199993 -2.32520008 0.37329999 82 78 101 2182
-2.67170000 -2.32500005 0.37430000 82 78 101 2032
-2.67159986 -2.32480001 0.37619999 82 78 101 2042
-2.68319988 -2.33369994 0.32910001 83 80 107 2107
-2.68090010 -2.33159995 0.33379999 84 75 104 1942
-2.68059993 -2.33139992 0.33880001 83 75 99 1821
-2.67890000 -2.32990003 0.34660000 80 75 95 2060
-2.67700005 -2.32830000 0.35339999 80 73 104 1939
-2.67689991 -2.32820010 0.35540000 80 74 102 1978
-2.67560005 -2.32699990 0.35820001 81 77 100 2021
-2.67600012 -2.32739997 0.36330000 81 77 100 1971
-2.67479992 -2.32640004 0.36410001 81 77 100 1989
-2.67289996 -2.32469988 0.37180001 82 78 101 2032
-2.67269993 -2.32450008 0.37480000 82 78 101 2150
-2.67180014 -2.32369995 0.38170001 87 78 105 2092
-2.68359995 -2.33270001 0.32850000 83 80 107 2117
-2.68199992 -2.33120012 0.33640000 83 74 101 1942
-2.67910004 -2.32879996 0.34599999 80 75 95 1953
-2.68009996 -2.32960010 0.34819999 80 75 97 1928
-2.67919993 -2.32879996 0.34999999 80 74 100 2121
-2.67820001 -2.32800007 0.35389999 80 73 104 1996
-2.67700005 -2.32690001 0.35679999 80 76 101 1996
-2.67470002 -2.32489991 0.37250000 82 78 101 2014
-2.67339993 -2.32380009 0.37930000 83 77 103 2032
-2.67299986 -2.32340002 0.38029999 83 77 103 2025
-2.68249989 -2.33039999 0.33780000 82 76 102 2117
-2.68160009 -2.32960010 0.34180000 82 77 99 1821
-2.68199992 -2.32999992 0.34279999 83 78 100 1871
-2.68099999 -2.32910013 0.34570000 80 75 95 1946
-2.68039989 -2.32859993 0.34959999 80 75 98 2078
-2.67969990 -2.32789993 0.35049999 80 75 98 2071
-2.67910004 -2.32739997 0.35350001 80 74 100 2035
-2.67849994 -2.32690001 0.35640001 80 76 99 2135
-2.67759991 -2.32609987 0.35830000 81 77 100 2021
-2.67770004 -2.32620001 0.36030000 82 78 101 2064
-2.67639995 -2.32509995 0.36210001 82 78 101 2007
-2.67530012 -2.32410002 0.36700001 84 80 103 2032
-2.67580009 -2.32459998 0.36809999 82 78 101 2071
-2.67470002 -2.32360005 0.36989999 82 78 101 1917
-2.67560005 -2.32439995 0.37099999 82 78 101 2021
-2.67499995 -2.32389998 0.37400001 82 78 101 2075
-2.67470002 -2.32360005 0.37490001 82 78 101 2025
-2.67359996 -2.32270002 0.37779999 82 78 101 2139
-2.67280006 -2.32200003 0.37970001 83 78 101 1957
-2.67260003 -2.32179999 0.38560000 86 81 103 2082
-2.67100000 -2.32040000 0.38740000 82 79 98 2417
-2.67129993 -2.32069993 0.38949999 81 78 97 2207
-2.68639994 -2.33240008 0.32370001 238 243 255 17728
-2.68630004 -2.33229995 0.32470000 238 243 255 8839
-2.68470001 -2.33089995 0.32850000 126 126 162 2300
-2.68529987 -2.33139992 0.33059999 93 92 132 2032
-2.68350005 -2.32990003 0.33939999 82 76 102 1992
-2.68190002 -2.32850003 0.34020001 82 77 100 2060
-2.68199992 -2.32859993 0.34320000 83 78 100 1821
-2.68210006 -2.32870007 0.34419999 81 76 96 1871
-2.68120003 -2.32789993 0.34509999 81 76 96 1864
-2.68099999 -2.32769990 0.34810001 81 76 98 2046
-2.68109989 -2.32780004 0.34909999 81 76 98 2110
-2.67930007 -2.32629991 0.35389999 81 76 99 1896
-2.67759991 -2.32480001 0.36269999 81 77 100 2071
-2.67790008 -2.32500005 0.36370000 81 77 100 2053
-2.67689991 -2.32419991 0.36460000 83 79 102 2039
-2.67689991 -2.32419991 0.36559999 83 79 102 1996
-2.67619991 -2.32360005 0.36849999 82 78 101 1964
-2.67689991 -2.32419991 0.37059999 82 78 101 2082
-2.67650008 -2.32380009 0.37250000 82 78 101 2021
-2.67580009 -2.32319999 0.37450001 82 78 101 2064
-2.67510009 -2.32259989 0.37540001 82 78 101 2025
-2.67490005 -2.32249999 0.37729999 82 78 101 2050
-2.67289996 -2.32069993 0.38209999 85 80 102 2217
-2.67260003 -2.32049990 0.38600001 85 82 103 2100
-2.67149997 -2.31949997 0.38890001 84 81 102 2175
-2.68779993 -2.33240008 0.32229999 222 228 242 38814
