//X Y Z R G B Intensity
-2.47650003 -3.17775011 7.16349983 192 196 205 9253
-2.47650003 -3.17750001 7.16424990 192 196 205 9735
-2.47624993 -3.17724991 7.16550016 195 198 207 10550
-2.47624993 -3.17700005 7.16650009 195 198 207 10278
-2.47574997 -3.17650008 7.16650009 195 198 207 9778
-2.47550011 -3.17624998 7.16725016 195 198 207 9792
-2.47525001 -3.17600012 7.16825008 195 198 207 9778
-2.47475004 -3.17525005 7.17000008 198 198 206 10278
-2.47449994 -3.17499995 7.17075014 198 198 206 10696
-2.47449994 -3.17475009 7.17325020 198 198 206 11900
-2.47425008 -3.17475009 7.17425013 199 198 206 11600
-2.47775006 -3.17849994 7.15950012 193 195 207 9975
-2.47799993 -3.17875004 7.16174984 193 195 207 10607
-2.47775006 -3.17849994 7.16225004 192 196 205 10932
-2.47725010 -3.17799997 7.16400003 192 196 205 11260
-2.47674990 -3.17750001 7.16424990 192 196 205 11453
-2.47700000 -3.17750001 7.16599989 192 196 205 12264
-2.47674990 -3.17724991 7.16674995 195 198 207 12521
-2.47574997 -3.17600012 7.16674995 195 198 207 11996
-2.47550011 -3.17575002 7.16900015 195 198 207 12139
-2.47499990 -3.17525005 7.16925001 198 198 206 12067
-2.47499990 -3.17499995 7.17024994 198 198 206 12285
-2.47475004 -3.17475009 7.17299986 198 198 206 13560
-2.47475004 -3.17475009 7.17399979 199 198 206 13585
-2.47399998 -3.17350006 7.17449999 199 198 206 12414
-2.47375011 -3.17350006 7.17724991 199 198 206 10885
-2.47324991 -3.17275000 7.17724991 197 197 205 10400
-2.47874999 -3.17925000 7.15925026 193 195 207 9200
-2.47825003 -3.17875004 7.15974998 193 195 207 10517
-2.47825003 -3.17875004 7.16125011 193 195 207 11810
-2.47749996 -3.17775011 7.16475010 192 196 205 12842
-2.47700000 -3.17700005 7.16424990 192 196 205 13235
-2.47650003 -3.17650008 7.16599989 195 198 207 13560
-2.47600007 -3.17575002 7.16625023 195 198 207 13007
-2.47600007 -3.17575002 7.16725016 195 198 207 13117
-2.47574997 -3.17525005 7.16800022 195 198 207 12864
-2.47550011 -3.17499995 7.17000008 198 198 206 13260
-2.47525001 -3.17475009 7.17124987 198 198 206 13775
-2.47499990 -3.17449999 7.17175007 198 198 206 14096
-2.47475004 -3.17425013 7.17275000 198 198 206 14789
-2.47499990 -3.17425013 7.17449999 199 198 206 14860
-2.47350001 -3.17249990 7.17624998 199 198 206 12017
-2.47300005 -3.17175007 7.17749977 197 197 205 11007
-2.47900009 -3.17925000 7.15750027 193 195 207 9389
-2.47924995 -3.17925000 7.15899992 193 195 207 10389
-2.47849989 -3.17849994 7.15899992 193 195 207 11882
-2.47799993 -3.17799997 7.16050005 193 195 207 13846
-2.47775006 -3.17750001 7.16100025 192 196 205 14067
-2.47799993 -3.17775011 7.16300011 192 196 205 13971
-2.47749996 -3.17700005 7.16275024 192 196 205 14650
-2.47775006 -3.17750001 7.16524982 192 196 205 14864
-2.47700000 -3.17650008 7.16450024 192 196 205 14939
-2.47674990 -3.17624998 7.16674995 195 198 207 14864
-2.47600007 -3.17525005 7.16900015 195 198 207 14507
-2.47600007 -3.17525005 7.17024994 198 198 206 14646
-2.47550011 -3.17449999 7.17000008 198 198 206 14939
-2.47574997 -3.17499995 7.17275000 198 198 206 15085
-2.47550011 -3.17449999 7.17299986 198 198 206 15878
-2.47525001 -3.17425013 7.17374992 199 198 206 16217
