//X Y Z R G B Intensity
12.47749996 -9.28499985 -0.25749999 100 101 96 496
12.47574997 -9.28600025 -0.25650001 100 101 96 528
12.47325039 -9.29049969 -0.25600001 100 98 101 425
12.47475052 -9.29775047 -0.26750001 102 101 106 453
12.47574997 -9.29949951 -0.26525000 96 94 99 503
12.47049999 -9.29825020 -0.26525000 96 94 99 528
12.47224998 -9.30074978 -0.26875001 102 101 106 382
12.47025013 -9.29949951 -0.26550001 96 94 99 614
12.47049999 -9.29975033 -0.26449999 96 94 99 1071
12.46899986 -9.29850006 -0.25950000 96 94 99 2392
12.47125053 -9.30025005 -0.25549999 96 90 100 492
12.46675014 -9.29675007 -0.25450000 96 90 100 396
12.47025013 -9.30049992 -0.26725000 101 98 109 585
12.47200012 -9.30200005 -0.26625001 101 98 109 667
12.46850014 -9.29924965 -0.26100001 94 88 100 3110
12.46749973 -9.29850006 -0.25900000 89 82 98 1607
12.47525024 -9.30574989 -0.27575001 113 113 121 482
12.47074986 -9.30224991 -0.26675001 101 98 109 828
12.46850014 -9.30049992 -0.26449999 94 88 100 1146
12.47000027 -9.30175018 -0.25775000 89 82 98 889
12.46650028 -9.29924965 -0.25549999 89 82 98 803
12.46549988 -9.29825020 -0.25350001 89 82 98 625
12.46475029 -9.29775047 -0.25150001 101 92 113 542
12.47375011 -9.30574989 -0.27625000 113 113 121 639
12.47525024 -9.30700016 -0.27350000 113 113 121 700
12.47224998 -9.30449963 -0.27225000 101 98 109 714
12.47224998 -9.30449963 -0.27024999 101 98 109 689
12.46800041 -9.30150032 -0.26525000 94 88 100 932
12.47049999 -9.30350018 -0.26425001 94 88 100 1121
12.46724987 -9.30074978 -0.25799999 89 82 98 907
12.46475029 -9.29899979 -0.25400001 89 82 98 775
12.46624947 -9.30025005 -0.25299999 89 82 98 725
12.47375011 -9.30700016 -0.27575001 113 113 121 721
12.47299957 -9.30650043 -0.26875001 101 98 109 960
12.47049999 -9.30449963 -0.26574999 94 88 100 832
12.47025013 -9.30424976 -0.26249999 94 88 100 932
12.46700001 -9.30200005 -0.26150000 94 88 100 932
12.46774960 -9.30249977 -0.25549999 89 82 98 871
12.46525002 -9.30074978 -0.25450000 89 82 98 814
12.46700001 -9.30200005 -0.25350001 89 82 98 832
12.46249962 -9.29850006 -0.24650000 101 92 113 646
12.47375011 -9.30825043 -0.28325000 123 126 131 449
12.47574997 -9.30974960 -0.28150001 123 126 131 582
12.47449970 -9.30875015 -0.27925000 123 126 131 685
12.47424984 -9.30850029 -0.27625000 113 113 121 792
12.47424984 -9.30850029 -0.27524999 113 113 121 842
12.47049999 -9.30574989 -0.27325001 113 113 121 800
12.46899986 -9.30475044 -0.27125001 101 98 109 782
12.46850014 -9.30424976 -0.27024999 101 98 109 875
12.47274971 -9.30725002 -0.26925001 101 98 109 846
12.47175026 -9.30650043 -0.26824999 101 98 109 828
12.47049999 -9.30574989 -0.26625001 101 98 109 842
12.47099972 -9.30599976 -0.26425001 94 88 100 885
12.46825027 -9.30399990 -0.26025000 94 88 100 885
12.46800041 -9.30399990 -0.25825000 89 82 98 882
12.46675014 -9.30299950 -0.25600001 89 82 98 867
12.46450043 -9.30125046 -0.25000000 101 92 113 807
12.46024990 -9.29825020 -0.24699999 101 92 113 732
12.46325016 -9.30025005 -0.24500000 95 87 108 628
12.47274971 -9.30875015 -0.27875000 113 113 121 792
12.47099972 -9.30749989 -0.27074999 101 98 109 810
12.47099972 -9.30749989 -0.26975000 101 98 109 792
12.46825027 -9.30550003 -0.26875001 101 98 109 775
12.46800041 -9.30525017 -0.26774999 101 98 109 832
12.47125053 -9.30774975 -0.26675001 101 98 109 832
12.46650028 -9.30399990 -0.26374999 94 88 100 864
12.46650028 -9.30399990 -0.26150000 94 88 100 871
12.46825027 -9.30525017 -0.26075000 94 88 100 821
12.46525002 -9.30299950 -0.25950000 94 88 100 792
12.46825027 -9.30525017 -0.25749999 89 82 98 828
12.46325016 -9.30150032 -0.25549999 89 82 98 807
12.46300030 -9.30150032 -0.25350001 89 82 98 792
12.46300030 -9.30150032 -0.24950001 101 92 113 789
12.46399975 -9.30200005 -0.24850000 101 92 113 792
12.46125031 -9.30000019 -0.24450000 95 87 108 685
12.46000004 -9.29924965 -0.24349999 95 87 108 632
12.47350025 -9.31050014 -0.28525001 113 113 123 653
12.47274971 -9.31000042 -0.28150001 113 113 123 778
12.47525024 -9.31175041 -0.27950001 113 113 123 785
12.47500038 -9.31149960 -0.27849999 92 90 104 742
12.47200012 -9.30924988 -0.27625000 92 90 104 842
12.46899986 -9.30700016 -0.27524999 92 90 104 828
12.46924973 -9.30725002 -0.27425000 92 90 104 875
12.47175026 -9.30900002 -0.27125001 90 86 103 742
12.47049999 -9.30825043 -0.27024999 90 86 103 782
