//X Y Z R G B Intensity
-2.66050005 -2.34060001 0.36320001 79 62 81 2132
-2.65930009 -2.33949995 0.37009999 119 113 141 307
-2.66700006 -2.33570004 0.36039999 67 56 72 1210
-2.67159986 -2.33839989 0.34639999 88 80 91 710
-2.66580009 -2.33340001 0.36669999 84 74 98 871
-2.67140007 -2.33690000 0.34680000 81 70 87 1060
-2.67100000 -2.33660007 0.35170001 77 63 86 1550
-2.66970015 -2.33540010 0.35260001 77 63 86 1567
-2.66739988 -2.33349991 0.36730000 80 70 95 1292
-2.67000008 -2.33439994 0.35400000 77 65 87 1864
-2.67030001 -2.33470011 0.35710001 77 65 89 1589
-2.67019987 -2.33459997 0.36010000 76 69 87 1682
-2.66840005 -2.33299994 0.36379999 78 70 91 1532
-2.66840005 -2.33299994 0.36579999 80 70 94 1675
-2.67219996 -2.33500004 0.34770000 81 67 92 1696
-2.67210007 -2.33489990 0.34970000 81 67 92 1928
-2.67100000 -2.33389997 0.35659999 76 66 90 1939
-2.67000008 -2.33310008 0.35940000 72 67 87 1757
-2.66980004 -2.33290005 0.36039999 72 67 87 1789
-2.66949987 -2.33270001 0.36640000 82 72 97 2157
-2.66860008 -2.33179998 0.36829999 84 71 97 1875
-2.66849995 -2.33179998 0.36930001 84 71 97 1817
-2.67330003 -2.33470011 0.35030001 83 66 98 1871
-2.67250013 -2.33400011 0.35620001 78 68 93 2028
-2.67110014 -2.33279991 0.36199999 74 71 92 1932
-2.67659998 -2.33629990 0.34009999 77 73 87 2042
-2.67580009 -2.33550000 0.34200001 80 71 92 1896
-2.67560005 -2.33540010 0.34599999 85 71 97 1821
-2.67390013 -2.33389997 0.34779999 83 66 98 1864
-2.67689991 -2.33520007 0.33860001 77 75 89 1967
-2.67659998 -2.33489990 0.34250000 81 68 94 1978
-2.67510009 -2.33360004 0.34529999 84 67 99 1921
-2.67589998 -2.33430004 0.34850001 84 67 101 1828
-2.67409992 -2.33270001 0.35620001 78 68 93 1989
-2.67009997 -2.32920003 0.37070000 85 70 101 2025
-2.66930008 -2.32850003 0.37259999 87 72 103 2182
-2.66989994 -2.32910013 0.37470001 86 73 101 2207
-2.66949987 -2.32870007 0.37560001 86 76 101 2157
-2.66970015 -2.32890010 0.37670001 86 76 101 2050
-2.67790008 -2.33470011 0.33710000 79 75 90 1871
-2.67729998 -2.33419991 0.34299999 81 68 98 2053
-2.67630005 -2.33340001 0.34790000 88 68 105 1846
-2.67479992 -2.33209991 0.35170001 85 70 103 1832
-2.67420006 -2.33150005 0.35360000 79 66 94 1889
-2.67359996 -2.33100009 0.36260000 79 75 100 2039
-2.67269993 -2.33019996 0.36350000 79 75 100 2096
-2.67110014 -2.32890010 0.36930001 84 69 102 2171
-2.67079997 -2.32859993 0.37020001 85 70 103 2050
-2.66939998 -2.32730007 0.37799999 86 76 103 2207
-2.66890001 -2.32690001 0.38000000 85 80 103 2250
-2.67890000 -2.33430004 0.33460000 80 74 84 1917
-2.67799997 -2.33349991 0.34050000 81 71 98 1935
-2.67849994 -2.33389997 0.34160000 81 71 98 2042
-2.67860007 -2.33400011 0.34259999 81 68 98 2028
-2.67750001 -2.33299994 0.34650001 85 65 102 1928
-2.67470002 -2.33060002 0.35609999 77 67 92 2071
-2.67439985 -2.33039999 0.36010000 79 77 99 1939
-2.67359996 -2.32960010 0.36500001 79 73 101 2078
-2.67250013 -2.32870007 0.36790001 83 69 102 2089
-2.67120004 -2.32760000 0.37169999 88 73 106 2114
-2.67000008 -2.32649994 0.37750000 86 76 103 2075
-2.67030001 -2.32679987 0.37860000 87 79 103 2150
-2.68050003 -2.33439994 0.33320001 83 77 89 1892
-2.67689991 -2.33120012 0.35179999 85 70 103 2021
-2.67560005 -2.33010006 0.35670000 79 71 95 2046
-2.67499995 -2.32949996 0.35760000 79 71 95 2189
-2.67519999 -2.32969999 0.36059999 77 73 96 2103
-2.67409992 -2.32879996 0.36350000 75 71 96 2121
-2.67190003 -2.32690001 0.37220001 88 75 105 2064
-2.67030001 -2.32550001 0.37900001 85 76 103 2225
-2.67030001 -2.32550001 0.38200000 82 77 100 2000
-2.68050003 -2.33310008 0.34169999 82 70 92 1792
-2.67829990 -2.33109999 0.34940001 81 71 98 2035
-2.67619991 -2.32929993 0.35720000 82 73 100 2178
-2.67670012 -2.32969999 0.35820001 82 73 100 2417
-2.67600012 -2.32920003 0.36019999 78 72 98 2253
-2.67519999 -2.32839990 0.36100000 79 74 97 2171
-2.67470002 -2.32800007 0.36300001 81 76 99 2064
-2.67400002 -2.32739997 0.37189999 83 73 100 1964
-2.67100000 -2.32480001 0.37950000 81 73 97 1982
-2.68190002 -2.33279991 0.33419999 74 69 89 1967
-2.68059993 -2.33179998 0.34009999 82 73 92 1810
-2.68120003 -2.33229995 0.34220001 79 67 89 1885
-2.67479992 -2.32669997 0.36739999 84 75 102 2039
-2.67379999 -2.32579994 0.37430000 85 75 102 2039
-2.67170000 -2.32399988 0.38000000 82 74 98 2007
-2.67219996 -2.32450008 0.38409999 85 79 105 2132
-2.68359995 -2.33310008 0.33190000 81 75 101 2042
-2.68389988 -2.33330011 0.33289999 81 75 101 2067
-2.68339992 -2.33290005 0.33590001 83 78 100 1842
-2.68140006 -2.33120012 0.34270000 80 71 90 1935
-2.68000007 -2.32999992 0.34750000 84 75 96 1960
-2.67869997 -2.32879996 0.35730001 82 73 100 2010
-2.67740011 -2.32769990 0.35820001 82 73 100 2071
-2.67460012 -2.32529998 0.36980000 83 75 99 1982
-2.67519999 -2.32579994 0.37090001 83 75 99 1932
