//X Y Z R G B Intensity
6.39299965 8.65100002 -0.01125000 87 65 78 460
6.39324999 8.65150070 -0.01025000 87 65 78 489
6.39274979 8.65049934 -0.00625000 78 56 69 989
6.39350033 8.64999962 -0.01300000 110 88 101 607
6.39274979 8.64875031 -0.00500000 78 56 69 771
6.39225006 8.64825058 -0.00300000 78 56 69 700
6.39525032 8.65049934 -0.01400000 82 55 72 800
6.39350033 8.64850044 -0.00825000 81 54 69 935
6.39599991 8.64999962 -0.01200000 82 55 72 857
6.39550018 8.64925003 -0.00900000 81 54 69 846
6.39499998 8.64850044 -0.00700000 81 54 69 882
6.39375019 8.64699936 -0.00100000 75 49 60 878
6.39750004 8.65024948 -0.02125000 121 98 114 882
6.39725018 8.64999962 -0.01825000 94 70 86 892
6.39725018 8.64999962 -0.01725000 94 70 86 846
6.39624977 8.64875031 -0.00825000 81 54 69 850
6.39525032 8.64725018 -0.00725000 81 54 69 878
6.39599991 8.64825058 -0.00625000 87 61 74 875
6.39499998 8.64699936 -0.00125000 75 49 60 903
6.39375019 8.64500046 0.00150000 75 49 60 939
6.39375019 8.64525032 0.00450000 87 61 74 853
6.39974976 8.65150070 -0.02700000 142 124 138 778
6.39925003 8.65100002 -0.02200000 121 98 114 839
6.39875031 8.65049934 -0.01800000 94 70 86 864
6.39725018 8.64850044 -0.01300000 82 55 72 899
6.39424992 8.64400005 0.00975000 91 67 81 742
6.39849997 8.64850044 -0.01725000 71 43 65 889
6.39725018 8.64674950 -0.00925000 89 58 76 896
6.39650011 8.64575005 -0.00325000 84 52 65 971
6.39599991 8.64500046 -0.00225000 72 40 51 1039
6.39624977 8.64525032 0.00150000 72 40 51 917
6.39499998 8.64349937 0.00550000 80 50 62 950
6.39475012 8.64324951 0.00950000 82 54 69 814
6.40175009 8.65100002 -0.02800000 92 74 90 967
6.39949989 8.64774990 -0.01400000 77 48 70 867
6.39925003 8.64750004 -0.01300000 77 48 70 832
6.39900017 8.64699936 -0.01200000 77 48 70 853
6.39900017 8.64725018 -0.01000000 89 58 76 914
6.39849997 8.64649963 -0.00900000 89 58 76 903
6.39825010 8.64624977 -0.00500000 84 52 65 1000
6.39774990 8.64550018 -0.00100000 72 40 51 889
6.39674997 8.64400005 0.00275000 80 50 62 957
6.39650011 8.64375019 0.00575000 80 50 62 928
6.40275002 8.65100002 -0.03125000 109 95 110 789
6.40324974 8.65124989 -0.02925000 92 74 90 842
6.40225029 8.64999962 -0.02525000 92 74 90 925
6.40175009 8.64949989 -0.02225000 76 53 71 892
6.40000010 8.64699936 -0.01625000 71 43 65 903
6.39974976 8.64674950 -0.01425000 77 48 70 853
6.39949989 8.64649963 -0.01125000 89 58 76 875
6.39875031 8.64525032 -0.00725000 89 58 76 996
6.39849997 8.64475060 -0.00125000 72 40 51 928
6.39799976 8.64424992 0.00050000 72 40 51 967
6.39774990 8.64400005 0.00150000 72 40 51 896
6.39725018 8.64299965 0.00250000 80 50 62 950
6.39575005 8.64125061 0.00950000 82 54 69 875
6.40324974 8.64949989 -0.02700000 92 74 90 935
6.40350008 8.64999962 -0.02500000 92 74 90 821
6.40250015 8.64875031 -0.02400000 76 53 71 864
6.40299988 8.64949989 -0.02300000 76 53 71 910
6.40225029 8.64850044 -0.02000000 71 43 65 839
6.39974976 8.64475060 -0.00400000 84 52 65 960
6.39949989 8.64475060 -0.00200000 72 40 51 917
6.39849997 8.64324951 -0.00100000 72 40 51 957
6.39900017 8.64424992 0.00000000 72 40 51 1010
6.39849997 8.64324951 0.00175000 72 40 51 964
6.39825010 8.64299965 0.00375000 80 50 62 1014
6.39674997 8.64099979 0.00875000 82 54 69 932
6.39650011 8.64050007 0.01175000 81 54 73 917
6.40499973 8.65024948 -0.03425000 127 115 129 814
6.40549994 8.65100002 -0.03225000 109 95 110 864
6.40474987 8.64999962 -0.02825000 92 74 90 839
6.40324974 8.64799976 -0.02225000 76 53 71 899
6.40275002 8.64725018 -0.02125000 76 53 71 867
6.40324974 8.64799976 -0.02025000 71 43 65 839
6.40250015 8.64699936 -0.01925000 71 43 65 917
6.40275002 8.64725018 -0.01725000 71 43 65 917
6.40149975 8.64575005 -0.01525000 77 48 70 867
6.40149975 8.64575005 -0.01425000 77 48 70 832
6.40149975 8.64575005 -0.01225000 77 48 70 939
6.40050030 8.64424992 -0.00425000 84 52 65 957
6.39925003 8.64249992 0.00050000 72 40 51 907
6.39725018 8.63999939 0.01050000 82 54 69 1032
6.39700031 8.63949966 0.01150000 81 54 73 953
6.39624977 8.63875008 0.01650000 79 54 75 935
6.39624977 8.63850021 0.01750000 79 54 75 921
6.39624977 8.63875008 0.01950000 79 54 75 850
6.40674973 8.65124989 -0.03600000 114 103 119 878
6.40625000 8.65024948 -0.03100000 80 66 83 857
6.40450001 8.64825058 -0.02500000 72 53 73 857
6.40374994 8.64699936 -0.01800000 87 59 82 885
6.40225029 8.64500046 -0.01000000 71 38 59 989
6.40175009 8.64449978 -0.00900000 71 38 59 1042
6.39974976 8.64150047 0.00675000 81 48 65 982
6.39875031 8.64025021 0.01075000 81 48 65 1017
6.39875031 8.63999939 0.01375000 77 48 70 935
6.39774990 8.63875008 0.01575000 76 48 73 899
6.39650011 8.63749981 0.01975000 66 40 67 853
6.39674997 8.63749981 0.02075000 66 40 67 785
6.40700006 8.64974976 -0.03525000 114 103 119 889
6.40674973 8.64949989 -0.02925000 72 53 73 917
6.40625000 8.64850044 -0.02625000 72 53 73 875
6.40474987 8.64674950 -0.02425000 82 57 79 882
6.40525007 8.64725018 -0.02125000 82 57 79 757
6.40525007 8.64725018 -0.02025000 87 59 82 782
6.40374994 8.64500046 -0.01725000 87 59 82 903
6.40299988 8.64424992 -0.01125000 71 38 59 950
6.40275002 8.64375019 -0.01025000 71 38 59 971
6.40299988 8.64424992 -0.00725000 71 38 59 910
6.40075016 8.64125061 0.00550000 87 53 67 953
6.40024996 8.64050007 0.00650000 81 48 65 989
6.39925003 8.63924980 0.00950000 81 48 65 967
6.39900017 8.63875008 0.01450000 77 48 70 910
6.39849997 8.63800049 0.01950000 76 48 73 892
6.39750004 8.63675022 0.02050000 66 40 67 903
6.39774990 8.63724995 0.02250000 66 40 67 957
6.39725018 8.63649940 0.02350000 66 40 67 960
6.40875006 8.65049934 -0.03600000 114 103 119 889
