//X Y Z R G B Intensity
0.07575000 20.09899902 7.23325014 142 138 161 23192.000000
0.07575000 20.09749985 7.23374987 142 138 161 24378.000000
0.07575000 20.09524918 7.23400021 142 138 161 25142.000000
0.07575000 20.09749985 7.23575020 165 163 184 24192.000000
0.07575000 20.09474945 7.23600006 165 163 184 23653.000000
0.07575000 20.09199905 7.23600006 165 163 184 23300.000000
0.07575000 20.09399986 7.23775005 165 163 184 22321.000000
0.07575000 20.09250069 7.23824978 165 163 184 22167.000000
0.07575000 20.09199905 7.23925018 165 163 184 21860.000000
0.07575000 20.09350014 7.24074984 165 163 184 22478.000000
0.07575000 20.09174919 7.24125004 165 163 184 22535.000000
0.07575000 20.09149933 7.24200010 165 163 184 22478.000000
0.07575000 20.09149933 7.24324989 182 181 195 22857.000000
0.07575000 20.09174919 7.24424982 182 181 195 21914.000000
0.07575000 20.09074974 7.24499989 182 181 195 21135.000000
0.07675000 20.09874916 7.22725010 142 138 161 22117.000000
0.07675000 20.09675026 7.22749996 142 138 161 24246.000000
0.07675000 20.09849930 7.22924995 142 138 161 25892.000000
0.07675000 20.09650040 7.22949982 142 138 161 27696.000000
0.07675000 20.09799957 7.23124981 142 138 161 29310.000000
0.07675000 20.09749985 7.23199987 142 138 161 31021.000000
0.07675000 20.09724998 7.23299980 142 138 161 33178.000000
0.07675000 20.09700012 7.23400021 142 138 161 34007.000000
0.07675000 20.09600067 7.23474979 165 163 184 33410.000000
0.07675000 20.09524918 7.23549986 165 163 184 32946.000000
0.07675000 20.09575081 7.23675013 165 163 184 32950.000000
0.07675000 20.09499931 7.23750019 165 163 184 32282.000000
0.07675000 20.09225082 7.23775005 165 163 184 31217.000000
0.07675000 20.09275055 7.23899984 165 163 184 30921.000000
0.07675000 20.09399986 7.24049997 165 163 184 30525.000000
0.07675000 20.09250069 7.24100018 165 163 184 31221.000000
0.07675000 20.09225082 7.24200010 165 163 184 31432.000000
0.07675000 20.09275055 7.24324989 182 181 195 31850.000000
0.07675000 20.09250069 7.24424982 182 181 195 31332.000000
0.07675000 20.09149933 7.24499989 182 181 195 30821.000000
0.07675000 20.09124947 7.24599981 182 181 195 29039.000000
0.07675000 20.09099960 7.24700022 182 181 195 27696.000000
0.07675000 20.08950043 7.24749994 182 181 195 27142.000000
0.07675000 20.09025002 7.24875021 182 181 195 26250.000000
0.07675000 20.09049988 7.25000000 182 181 195 25410.000000
0.07675000 20.09074974 7.25099993 182 181 195 23189.000000
0.07675000 20.08799934 7.25099993 171 171 183 19942.000000
0.07775000 20.10000038 7.22399998 108 105 126 24685.000000
0.07775000 20.09975052 7.22499990 108 105 126 25967.000000
0.07775000 20.09899902 7.22574997 108 105 126 27857.000000
0.07775000 20.09774971 7.22625017 142 138 161 29675.000000
0.07775000 20.10025024 7.22825003 142 138 161 31225.000000
0.07775000 20.09824944 7.22875023 142 138 161 32725.000000
0.07775000 20.09799957 7.22949982 142 138 161 33646.000000
0.07775000 20.09824944 7.23075008 142 138 161 34128.000000
0.07775000 20.09675026 7.23124981 142 138 161 33764.000000
0.07775000 20.09849930 7.23299980 142 138 161 35264.000000
0.07775000 20.09749985 7.23374987 142 138 161 35525.000000
0.07775000 20.09625053 7.23425007 142 138 161 35789.000000
0.07775000 20.09575081 7.23525000 165 163 184 35260.000000
0.07775000 20.09524918 7.23600006 165 163 184 36610.000000
0.07775000 20.09550095 7.23724985 165 163 184 36332.000000
0.07775000 20.09550095 7.23824978 165 163 184 36892.000000
0.07775000 20.09550095 7.23925018 165 163 184 36335.000000
