//X Y Z R G B Intensity
0.71670002 19.57749939 0.42870000 98 93 99 3182.000000
0.71640003 19.56800079 0.42950001 98 93 99 3989.000000
0.71630001 19.56469917 0.43040001 98 93 99 4182.000000
0.71679997 19.57789993 0.43169999 98 93 99 3825.000000
0.71689999 19.58320045 0.43279999 98 93 99 3096.000000
0.71780002 19.57810020 0.42739999 98 93 99 1435.000000
0.71689999 19.55459976 0.42780000 98 93 99 2378.000000
0.71660000 19.54500008 0.42860001 98 93 99 4000.000000
0.71630001 19.53770065 0.42940000 98 93 99 5439.000000
0.71630001 19.53739929 0.43040001 98 93 99 5539.000000
0.71649998 19.54249954 0.43149999 98 93 99 4300.000000
0.71689999 19.55400085 0.43270001 98 93 99 3028.000000
0.71730000 19.56590080 0.43399999 91 86 93 1907.000000
0.71799999 19.58359909 0.43540001 91 86 93 1417.000000
0.71910000 19.58830070 0.42590001 108 103 107 707.000000
0.71810001 19.56209946 0.42629999 98 93 99 1110.000000
0.71740001 19.54240036 0.42690000 98 93 99 2139.000000
0.71700001 19.52989960 0.42760000 98 93 99 4053.000000
0.71710002 19.53459930 0.42870000 98 93 99 5482.000000
0.71700001 19.53120041 0.42969999 98 93 99 5425.000000
0.71719998 19.53619957 0.43079999 98 93 99 4121.000000
0.71749997 19.54509926 0.43200001 98 93 99 2475.000000
0.71799999 19.55929947 0.43329999 98 93 99 1560.000000
0.71840000 19.56970024 0.43450001 91 86 93 1110.000000
0.71859998 19.54770088 0.42570001 98 93 99 664.000000
0.71829998 19.53800011 0.42640001 98 93 99 1296.000000
0.71820003 19.53630066 0.42739999 98 93 99 2007.000000
0.71799999 19.53140068 0.42829999 98 93 99 3239.000000
0.71780002 19.52600098 0.42919999 98 93 99 3832.000000
0.71810001 19.53440094 0.43030000 98 93 99 3503.000000
0.71799999 19.52919960 0.43120000 98 93 99 2710.000000
0.71829998 19.53779984 0.43239999 98 93 99 1985.000000
0.71810001 19.53210068 0.43320000 91 86 93 1307.000000
0.71869999 19.54840088 0.43460000 91 86 93 875.000000
0.71960002 19.57410049 0.43610001 91 86 93 507.000000
0.71939999 19.54129982 0.42490000 108 103 107 614.000000
0.71920002 19.53450012 0.42570001 98 93 99 1107.000000
0.71899998 19.52890015 0.42660001 98 93 99 1971.000000
0.71899998 19.52949905 0.42760000 98 93 99 3075.000000
0.71890002 19.52700043 0.42850000 98 93 99 3567.000000
0.71899998 19.52820015 0.42960000 98 93 99 3278.000000
0.71890002 19.52549934 0.43050000 98 93 99 2703.000000
0.71910000 19.53100014 0.43169999 98 93 99 1942.000000
0.71910000 19.53319931 0.43270001 98 93 99 1175.000000
0.71950001 19.54199982 0.43390000 91 86 93 771.000000
0.72030002 19.53879929 0.42449999 108 103 107 471.000000
0.71990001 19.52619934 0.42519999 98 93 99 807.000000
0.71969998 19.52219963 0.42609999 98 93 99 1657.000000
0.71990001 19.52689934 0.42719999 98 93 99 2846.000000
0.71969998 19.52300072 0.42809999 98 93 99 3892.000000
0.71969998 19.52149963 0.42910001 98 93 99 4200.000000
0.71969998 19.52099991 0.43000001 98 93 99 3500.000000
0.71990001 19.52729988 0.43120000 98 93 99 2432.000000
0.71990001 19.52619934 0.43210000 98 93 99 1657.000000
0.71990001 19.52689934 0.43309999 91 86 93 1039.000000
0.71969998 19.52269936 0.43399999 91 86 93 607.000000
0.72070003 19.52020073 0.42539999 98 93 99 1032.000000
0.72079998 19.52319908 0.42649999 98 93 99 2135.000000
