//X Y Z R G B Intensity
-15.62600040 16.12874985 -0.21950001 141 165 169 1307.000000
-15.62100029 16.12375069 -0.21850000 141 165 169 2003.000000
-15.62775040 16.13075066 -0.21750000 141 165 169 2853.000000
-15.62650013 16.12949944 -0.21650000 141 165 169 3739.000000
-15.62600040 16.12899971 -0.21550000 141 165 169 4182.000000
-15.62699986 16.12999916 -0.21450000 142 162 173 4432.000000
-15.62574959 16.12874985 -0.21349999 142 162 173 4667.000000
-15.62500000 16.12775040 -0.21250001 142 162 173 4621.000000
-15.62524986 16.12825012 -0.21150000 142 162 173 4675.000000
-15.62650013 16.12949944 -0.21050000 142 162 173 4650.000000
-15.62475014 16.12750053 -0.20950000 142 162 173 4460.000000
-15.62399960 16.12675095 -0.20850000 142 162 173 4257.000000
-15.62549973 16.12849998 -0.20750000 142 162 173 4053.000000
-15.62650013 16.12924957 -0.20649999 142 162 173 3946.000000
-15.62600040 16.12899971 -0.20550001 139 156 172 3771.000000
-15.62625027 16.12899971 -0.20450000 139 156 172 3475.000000
-15.62699986 16.12999916 -0.20350000 139 156 172 3271.000000
-15.62399960 16.12675095 -0.20250000 139 156 172 3182.000000
-15.62650013 16.12949944 -0.20150000 139 156 172 3071.000000
-15.62650013 16.12949944 -0.20050000 139 156 172 2942.000000
-15.62699986 16.12999916 -0.19949999 139 156 172 2996.000000
-15.62300014 16.12599945 -0.19850001 139 156 172 2982.000000
-15.62475014 16.12775040 -0.19750001 139 156 172 3210.000000
-15.62549973 16.12825012 -0.19650000 126 143 163 3264.000000
-15.63000011 16.13299942 -0.19550000 126 143 163 2821.000000
-15.62450027 16.12750053 -0.19450000 126 143 163 2225.000000
-15.62874985 16.13175011 -0.19350000 126 143 163 1685.000000
-15.61400032 16.11650085 -0.19250000 126 143 163 1085.000000
-15.62075043 16.12350082 -0.19149999 126 143 163 671.000000
-15.62349987 16.12750053 -0.22100000 141 165 169 1239.000000
-15.62300014 16.12700081 -0.22000000 141 165 169 1846.000000
-15.62125015 16.12524986 -0.21900000 141 165 169 2550.000000
-15.62524986 16.12924957 -0.21799999 141 165 169 3128.000000
-15.62224960 16.12624931 -0.21699999 141 165 169 3917.000000
-15.62325001 16.12725067 -0.21600001 141 165 169 4325.000000
-15.62425041 16.12825012 -0.21500000 142 162 173 4596.000000
-15.62300014 16.12700081 -0.21400000 142 162 173 4560.000000
-15.62549973 16.12949944 -0.21300000 142 162 173 4635.000000
-15.62549973 16.12974930 -0.21200000 142 162 173 4500.000000
-15.62374973 16.12800026 -0.21100000 142 162 173 4346.000000
-15.62325001 16.12725067 -0.20999999 142 162 173 4039.000000
-15.62275028 16.12700081 -0.20900001 142 162 173 3771.000000
-15.62374973 16.12775040 -0.20800000 142 162 173 3603.000000
-15.62174988 16.12574959 -0.20675001 142 162 173 3196.000000
-15.62475014 16.12874985 -0.20600000 139 156 172 2942.000000
-15.62625027 16.13024902 -0.20500000 139 156 172 2725.000000
-15.62574959 16.12999916 -0.20400000 139 156 172 2321.000000
-15.62500000 16.12899971 -0.20299999 139 156 172 2217.000000
-15.62425041 16.12825012 -0.20200001 139 156 172 2021.000000
-15.62724972 16.13125038 -0.20100001 139 156 172 1903.000000
-15.62374973 16.12775040 -0.20000000 139 156 172 1914.000000
-15.62750053 16.13175011 -0.19900000 139 156 172 1889.000000
-15.62950039 16.13375092 -0.19800000 139 156 172 2085.000000
-15.62699986 16.13100052 -0.19700000 139 156 172 2192.000000
-15.62425041 16.12825012 -0.19599999 126 143 163 2171.000000
-15.62800026 16.13224983 -0.19499999 126 143 163 2057.000000
-15.62500000 16.12924957 -0.19400001 126 143 163 1774.000000
-15.61925030 16.12324905 -0.19300000 126 143 163 1292.000000
-15.62399960 16.12800026 -0.19200000 126 143 163 896.000000
-15.62249947 16.12649918 -0.19100000 126 143 163 600.000000
-15.62249947 16.12800026 -0.22250000 141 165 169 1746.000000
-15.62650013 16.13199997 -0.22149999 141 165 169 2489.000000
-15.62275028 16.12825012 -0.22050001 141 165 169 3232.000000
-15.62374973 16.12949944 -0.21950001 141 165 169 3771.000000
-15.62399960 16.12949944 -0.21850000 141 165 169 4210.000000
-15.62100029 16.12649918 -0.21750000 141 165 169 4396.000000
-15.62300014 16.12874985 -0.21650000 141 165 169 4614.000000
-15.62674999 16.13249969 -0.21550000 141 165 169 4742.000000
-15.62475014 16.13024902 -0.21450000 142 162 173 4414.000000
-15.62650013 16.13199997 -0.21349999 142 162 173 4271.000000
