//X Y Z R G B Intensity
0.71679997 19.58329964 0.42940000 92 89 96 3489.000000
0.71649998 19.57449913 0.43020001 92 89 96 4128.000000
0.71660000 19.57909966 0.43130001 92 89 96 3985.000000
0.71689999 19.58779907 0.43250000 92 89 96 3421.000000
0.71759999 19.58149910 0.42710000 92 89 96 1442.000000
0.71689999 19.56069946 0.42760000 92 89 96 2517.000000
0.71630001 19.54529953 0.42829999 92 89 96 4064.000000
0.71619999 19.54310036 0.42919999 92 89 96 5535.000000
0.71619999 19.54210091 0.43020001 92 89 96 5446.000000
0.71649998 19.55179977 0.43140000 92 89 96 4057.000000
0.71689999 19.56110001 0.43259999 92 89 96 2746.000000
0.71749997 19.57710075 0.43390000 92 89 96 1971.000000
0.71890002 19.58769989 0.42550001 106 104 109 907.000000
0.71780002 19.55949974 0.42590001 92 89 96 1371.000000
0.71710002 19.53860092 0.42649999 92 89 96 2735.000000
0.71700001 19.53689957 0.42739999 92 89 96 4500.000000
0.71679997 19.53240013 0.42829999 92 89 96 5807.000000
0.71700001 19.53569984 0.42940000 92 89 96 5589.000000
0.71700001 19.53580093 0.43040001 92 89 96 3967.000000
0.71730000 19.54380035 0.43160000 92 89 96 2439.000000
0.71770000 19.55699921 0.43290001 92 89 96 1742.000000
0.71820003 19.57040024 0.43419999 92 86 98 1171.000000
0.71910000 19.56699944 0.42570001 106 104 109 546.000000
0.71820003 19.54109955 0.42620000 92 89 96 1057.000000
0.71789998 19.53319931 0.42699999 92 89 96 2132.000000
0.71780002 19.52969933 0.42789999 92 89 96 3153.000000
0.71780002 19.53149986 0.42899999 92 89 96 4003.000000
0.71780002 19.53199959 0.43000001 92 89 96 3792.000000
0.71799999 19.53590012 0.43099999 92 89 96 2835.000000
0.71820003 19.54080009 0.43210000 92 89 96 1892.000000
0.71840000 19.54579926 0.43320000 92 89 96 1353.000000
0.71890002 19.56019974 0.43450001 92 86 98 985.000000
0.71929997 19.57169914 0.43579999 92 86 98 664.000000
0.71899998 19.53490067 0.42539999 73 69 83 739.000000
0.71899998 19.53529930 0.42640001 73 69 83 1410.000000
0.71880001 19.52820015 0.42719999 73 69 83 2314.000000
0.71880001 19.52969933 0.42820001 73 69 83 3228.000000
0.71859998 19.52420044 0.42910001 73 69 83 3392.000000
0.71880001 19.52939987 0.43020001 73 69 83 3000.000000
0.71869999 19.52790070 0.43120000 73 69 83 2300.000000
0.71920002 19.53919983 0.43250000 73 69 83 1717.000000
0.71869999 19.52799988 0.43320000 78 71 89 1196.000000
0.71990001 19.56060028 0.43500000 78 71 89 617.000000
0.72090000 19.58799934 0.43660000 78 71 89 489.000000
0.72030002 19.54299927 0.42519999 96 93 102 675.000000
0.71969998 19.52899933 0.42590001 73 69 83 1146.000000
0.71960002 19.52429962 0.42680001 73 69 83 2310.000000
0.71950001 19.52350044 0.42780000 73 69 83 3585.000000
0.71950001 19.52199936 0.42879999 73 69 83 4217.000000
0.71969998 19.52779961 0.42989999 73 69 83 3817.000000
0.71950001 19.52330017 0.43079999 73 69 83 2885.000000
0.71969998 19.52799988 0.43189999 73 69 83 1810.000000
0.72020000 19.54030037 0.43309999 73 69 83 1296.000000
0.72039998 19.54649925 0.43430001 78 71 89 742.000000
0.72090000 19.56060028 0.43560001 78 71 89 478.000000
0.72030002 19.51720047 0.42399999 96 93 102 521.000000
0.72060001 19.52319908 0.42510000 73 69 83 1100.000000
0.72070003 19.52580070 0.42620000 73 69 83 2239.000000
0.72060001 19.52370071 0.42710000 73 69 83 3632.000000
0.72049999 19.52079964 0.42800000 73 69 83 4839.000000
0.72049999 19.52199936 0.42910001 73 69 83 4842.000000
0.72049999 19.52079964 0.43000001 73 69 83 3585.000000
0.72039998 19.51869965 0.43099999 73 69 83 2339.000000
0.72070003 19.52809906 0.43220001 73 69 83 1510.000000
0.72119999 19.54109955 0.43349999 78 71 89 853.000000
0.72109997 19.51029968 0.42460001 96 93 102 667.000000
0.72140002 19.52059937 0.42580000 73 69 83 1425.000000
0.72160000 19.52639961 0.42690000 73 69 83 2875.000000
0.72160000 19.52389908 0.42789999 73 69 83 4535.000000
0.72140002 19.52039909 0.42879999 73 69 83 4914.000000
0.72149998 19.52289963 0.42980000 73 69 83 4278.000000
0.72149998 19.52179909 0.43079999 73 69 83 2800.000000
0.72149998 19.52249908 0.43180001 73 69 83 1667.000000
0.72140002 19.51930046 0.43270001 73 69 83 1032.000000
0.72240001 19.54610062 0.43430001 78 71 89 625.000000
0.72310001 19.53829956 0.42550001 73 69 83 953.000000
0.72250003 19.52289963 0.42620000 73 69 83 1885.000000
0.72240001 19.52070045 0.42710000 73 69 83 2992.000000
0.72240001 19.52079964 0.42809999 73 69 83 4007.000000
0.72259998 19.52540016 0.42919999 73 69 83 4082.000000
0.72259998 19.52409935 0.43020001 73 69 83 3075.000000
0.72250003 19.52370071 0.43120000 73 69 83 1821.000000
0.72250003 19.52330017 0.43220001 73 69 83 1175.000000
0.72299999 19.53569984 0.43349999 78 71 89 767.000000
0.72280002 19.53000069 0.43430001 78 71 89 475.000000
0.72399998 19.56189919 0.43610001 78 71 89 310.000000
0.72490001 19.58609962 0.43970001 78 71 89 364.000000
0.72299999 19.50970078 0.42449999 96 93 102 514.000000
0.72350001 19.52449989 0.42580000 73 69 83 903.000000
0.72340000 19.52179909 0.42680001 73 69 83 1667.000000
0.72350001 19.52519989 0.42780000 73 69 83 2635.000000
0.72359997 19.52759933 0.42890000 73 69 83 3028.000000
0.72350001 19.52420044 0.42980000 73 69 83 2589.000000
0.72369999 19.52980042 0.43090001 73 69 83 1867.000000
0.72390002 19.53369904 0.43200001 73 69 83 1153.000000
0.72369999 19.52890015 0.43279999 73 69 83 792.000000
0.72359997 19.52759933 0.43380001 78 71 89 585.000000
0.72420001 19.51409912 0.42490000 73 69 83 782.000000
0.72450000 19.52149963 0.42609999 73 69 83 1432.000000
0.72450000 19.52359962 0.42710000 73 69 83 2203.000000
0.72469997 19.52790070 0.42820001 73 69 83 2507.000000
0.72460002 19.52600098 0.42919999 73 69 83 2214.000000
0.72479999 19.53050041 0.43030000 73 69 83 1500.000000
0.72439998 19.51950073 0.43099999 73 69 83 935.000000
0.72520000 19.54159927 0.43259999 73 69 83 646.000000
0.72560000 19.52460098 0.42590001 73 69 83 567.000000
0.72589999 19.53429985 0.42710000 73 69 83 1125.000000
0.72560000 19.52379990 0.42780000 73 69 83 1850.000000
0.72579998 19.53009987 0.42899999 73 69 83 2439.000000
0.72560000 19.52409935 0.42980000 73 69 83 2425.000000
0.72570002 19.52750015 0.43090001 73 69 83 1846.000000
0.72589999 19.53170013 0.43189999 73 69 83 1153.000000
0.72530001 19.51650047 0.43259999 73 69 83 828.000000
0.72549999 19.52179909 0.43370000 78 71 89 428.000000
