//U V R G B Intensity
0.00052674 0.07087836 98 93 99 4053
-0.00114754 0.07089084 98 93 99 5425
0.00025489 0.06988963 98 93 99 3239
-0.00312912 0.06988040 98 93 99 2710
-0.00427797 0.06980328 91 86 93 1307
0.00359076 0.06870536 98 93 99 1107
0.00122212 0.06886998 98 93 99 1971
0.00041934 0.06887579 98 93 99 3075
-0.00185571 0.06887087 98 93 99 3278
-0.00312800 0.06879326 98 93 99 1942
-0.00350170 0.06880967 98 93 99 1175
-0.00543017 0.06688770 91 86 93 800
0.00276962 0.06587492 78 72 82 932
0.00264121 0.06487947 78 72 82 1039
-0.00500106 0.06479836 74 68 80 585
0.00231565 0.06388941 78 72 82 1296
0.00017845 0.06286994 78 72 82 2200
-0.00062435 0.06287575 78 72 82 2314
0.00287875 0.06180331 78 72 82 725
0.00149011 0.06087676 78 72 82 989
0.00161030 0.06070796 78 72 82 1778
-0.00073124 0.06087318 78 72 82 2471
-0.00532276 0.06089052 74 68 80 485
-0.00259373 0.05898104 78 72 82 1757
-0.00375587 0.05907543 78 72 82 878
0.00233228 0.05690021 66 60 74 1046
-0.00007677 0.05699200 66 60 74 1478
-0.00176263 0.05690162 66 60 74 1057
-0.00564446 0.05708269 67 60 76 964
-0.00815919 0.05699748 67 60 76 696
0.00424241 0.05598591 84 78 90 932
0.00276962 0.05607513 66 60 74 1078
0.00280899 0.05590433 66 60 74 1153
0.00159365 0.05599740 66 60 74 1228
-0.00009221 0.05590703 66 60 74 1175
-0.00530782 0.05607560 67 60 76 1146
-0.00676784 0.05609338 67 60 76 1100
0.00749575 0.05497395 84 78 90 989
0.00404476 0.05499126 84 78 90 1128
0.00206429 0.05499362 66 60 74 1085
-0.00122835 0.05498921 66 60 74 1164
-0.00277970 0.05500217 66 60 74 1239
-0.00444020 0.05508681 66 60 74 1296
-0.00599327 0.05517411 67 60 76 1317
-0.00636696 0.05509049 67 60 76 1203
-0.00856169 0.05508756 67 60 76 953
0.00888438 0.05380062 84 78 90 1039
0.00545772 0.05389285 84 78 90 1103
0.00163133 0.05390089 66 60 74 1103
-0.00234067 0.05390278 66 60 74 1228
-0.00387770 0.05398791 66 60 74 1171
-0.01115288 0.05408257 67 60 76 1089
0.01300529 0.05288703 102 94 105 932
0.01255129 0.05280149 84 78 90 953
0.00986268 0.05288376 84 78 90 1103
