//U V R G B Intensity
0.00726933 0.05799269 142 138 161 23192
0.00621276 0.05796629 142 138 161 24378
0.00508490 0.05792216 142 138 161 25142
0.00437867 0.05798423 165 163 184 24192
0.00305179 0.05792980 165 163 184 23653
0.00114805 0.05793005 165 163 184 22321
0.00009148 0.05790364 165 163 184 22167
-0.00102600 0.05790228 165 163 184 21860
-0.00180189 0.05794666 165 163 184 22478
-0.00295938 0.05791507 165 163 184 22535
-0.00374683 0.05791665 165 163 184 22478
-0.00489276 0.05792786 182 181 195 22857
-0.00570986 0.05794197 182 181 195 21914
-0.00679651 0.05792811 182 181 195 21135
0.01267099 0.05693398 142 138 161 22117
0.01164406 0.05689503 142 138 161 24246
0.01073761 0.05694677 142 138 161 25892
0.00971068 0.05690782 142 138 161 27696
0.00870450 0.05695441 142 138 161 29310
0.00781732 0.05695084 142 138 161 31021
0.00680076 0.05695466 142 138 161 33178
0.00578376 0.05695849 142 138 161 34007
0.00469756 0.05694462 165 163 184 33410
0.00370988 0.05693586 165 163 184 32946
0.00276374 0.05695741 165 163 184 32950
0.00177606 0.05694865 165 163 184 32282
0.00044995 0.05689426 165 163 184 31217
-0.00049651 0.05691577 165 163 184 30921
-0.00137333 0.05695497 165 163 184 30525
-0.00243034 0.05692856 165 163 184 31221
-0.00344689 0.05693238 165 163 184 31432
-0.00439335 0.05695389 182 181 195 31850
-0.00540991 0.05695771 182 181 195 31332
-0.00649732 0.05694381 182 181 195 30821
-0.00751386 0.05694763 182 181 195 29039
-0.00853086 0.05695145 182 181 195 27696
-0.00958742 0.05692504 182 181 195 27142
-0.01043460 0.05695170 182 181 195 26250
-0.01148079 0.05696806 182 181 195 25410
-0.01229789 0.05698218 182 181 195 23189
-0.01339568 0.05692551 171 171 183 19942
0.01615040 0.05593086 108 105 126 24685
0.01513386 0.05593468 108 105 126 25967
0.01414617 0.05592593 108 105 126 27857
0.01318890 0.05590467 142 138 161 29675
0.01235329 0.05597413 142 138 161 31225
0.01109607 0.05593739 142 138 161 32725
0.01030905 0.05593897 142 138 161 33646
0.00926243 0.05595533 142 138 161 34128
0.00820585 0.05592892 142 138 161 33764
0.00729941 0.05598066 142 138 161 35264
0.00621276 0.05596679 142 138 161 35525
0.00525548 0.05594554 142 138 161 35789
0.00413919 0.05594421 165 163 184 35260
0.00325125 0.05594060 165 163 184 36610
0.00220582 0.05595700 165 163 184 36332
0.00128899 0.05596597 165 163 184 36892
0.00037173 0.05597494 165 163 184 36335
-0.00095515 0.05592051 165 163 184 36057
-0.00183197 0.05595971 165 163 184 35521
-0.00291816 0.05594584 165 163 184 36060
-0.00366561 0.05597764 182 181 195 36614
-0.00472218 0.05595124 182 181 195 36750
-0.00577995 0.05592479 182 181 195 35385
-0.00673722 0.05590354 182 181 195 33171
-0.00791278 0.05592729 182 181 195 31532
-0.00870025 0.05592887 182 181 195 31117
-0.00963601 0.05599318 182 181 195 31225
-0.01065333 0.05599696 182 181 195 30528
-0.01170989 0.05597056 182 181 195 30335
-0.01265680 0.05599207 171 171 183 28021
-0.01381310 0.05596051 171 171 183 25750
-0.01487086 0.05593407 171 171 183 23650
-0.01602715 0.05590251 171 171 183 20992
0.01841305 0.05492123 108 105 126 26467
0.01746615 0.05494274 108 105 126 29400
0.01657897 0.05493917 108 105 126 30139
0.01546268 0.05493784 108 105 126 30825
0.01447576 0.05492912 108 105 126 31332
0.01362902 0.05495578 142 138 161 31535
0.01258240 0.05497214 142 138 161 33064
0.01165443 0.05493831 142 138 161 34875
0.01050851 0.05494952 142 138 161 34250
0.00945150 0.05492311 142 138 161 35128
0.00866405 0.05492469 142 138 161 34746
0.00771758 0.05494620 142 138 161 34246
0.00649000 0.05489692 142 138 161 35385
0.00558431 0.05494870 142 138 161 35128
0.00469756 0.05494512 165 163 184 35521
0.00365093 0.05496148 165 163 184 36060
0.00265288 0.05490996 165 163 184 37032
0.00166596 0.05490124 165 163 184 38371
0.00061976 0.05491760 165 163 184 37764
-0.00028669 0.05496934 165 163 184 37767
-0.00137333 0.05495547 165 163 184 38685
-0.00226052 0.05495190 165 163 184 38071
-0.00337680 0.05495058 165 163 184 39003
-0.00446421 0.05493667 182 181 195 39000
-0.00558049 0.05493534 182 181 195 37035
-0.00643803 0.05491924 182 181 195 35785
-0.00745459 0.05492306 182 181 195 33760
-0.00851116 0.05514659 182 181 195 34367
-0.00937760 0.05497861 182 181 195 33767
-0.01026478 0.05497504 182 181 195 34750
-0.01132135 0.05519857 182 181 195 33764
-0.01250772 0.05517956 182 181 195 33642
-0.01334452 0.05499905 171 171 183 32174
-0.01465214 0.05513925 171 171 183 30621
-0.01539914 0.05517105 171 171 183 28778
-0.01634605 0.05519256 171 171 183 27067
-0.01747270 0.05514847 171 171 183 24242
-0.01827942 0.05520535 171 171 183 22321
0.02106379 0.05413936 108 105 126 18517
0.02018699 0.05417856 108 105 126 24375
0.01920007 0.05416984 108 105 126 29764
0.01839411 0.05422676 108 105 126 33067
0.01727707 0.05422540 108 105 126 33889
0.01612077 0.05419384 108 105 126 34007
0.01533331 0.05419542 108 105 126 34250
0.01424666 0.05418156 108 105 126 34621
0.01318890 0.05415511 142 138 161 35125
0.01231253 0.05419431 142 138 161 36060
0.01133675 0.05422839 142 138 161 36196
0.01013924 0.05416657 142 138 161 35385
0.00919233 0.05418808 142 138 161 35789
0.00827551 0.05419705 142 138 161 35128
0.00722931 0.05421341 142 138 161 35264
0.00600217 0.05416413 142 138 161 35653
0.00512612 0.05420337 142 138 161 36614
0.00406835 0.05417692 165 163 184 36610
0.00305179 0.05418074 165 163 184 37035
0.00217574 0.05421998 165 163 184 37921
0.00125891 0.05422895 165 163 184 37039
0.00019121 0.05415974 165 163 184 38217
-0.00081497 0.05420632 165 163 184 38375
-0.00177224 0.05418507 165 163 184 39157
-0.00277843 0.05423165 165 163 184 38846
-0.00370563 0.05419786 165 163 184 39317
-0.00479303 0.05418395 182 181 195 37914
-0.00577995 0.05417524 182 181 195 36750
-0.00689623 0.05417391 182 181 195 37032
-0.00791278 0.05417773 182 181 195 36189
-0.00878959 0.05421693 182 181 195 36060
-0.00967679 0.05421336 182 181 195 35389
-0.01069334 0.05421718 182 181 195 35003
-0.01175035 0.05419077 182 181 195 35000
-0.01262672 0.05422997 171 171 183 34128
-0.01381310 0.05421095 171 171 183 32832
-0.01480001 0.05420223 171 171 183 31121
-0.01575804 0.05418094 171 171 183 30717
-0.01663409 0.05422018 171 171 183 29675
-0.01796097 0.05416575 171 171 183 28860
-0.01883778 0.05420494 171 171 183 26985
-0.01982426 0.05419622 171 171 183 25889
-0.02081118 0.05418750 171 171 183 23885
0.02359555 0.05315772 126 124 145 18160
0.02252048 0.05318665 175 176 196 21664
0.02157358 0.05320816 175 176 196 25410
0.02062711 0.05322967 175 176 196 30053
0.01969872 0.05319584 175 176 196 32835
0.01871224 0.05318711 175 176 196 35789
0.01766561 0.05320348 175 176 196 37332
0.01661941 0.05321984 175 176 196 37185
0.01562212 0.05316835 175 176 196 37617
0.01451622 0.05320979 175 176 196 37478
0.01345845 0.05318335 201 202 223 37328
0.01265248 0.05324027 201 202 223 38075
0.01166557 0.05323155 201 202 223 38378
0.01073761 0.05319772 201 202 223 36335
0.00972106 0.05320154 201 202 223 35521
0.00870450 0.05320536 201 202 223 35128
0.00757740 0.05316127 201 202 223 36610
0.00666057 0.05317024 201 202 223 37035
0.00561438 0.05318660 201 202 223 37328
0.00472720 0.05318303 205 206 226 37182
0.00373952 0.05317427 205 206 226 36889
0.00272297 0.05317809 205 206 226 37328
0.00177606 0.05319960 205 206 226 36610
0.00061976 0.05316804 205 206 226 36057
-0.00049651 0.05316672 205 206 226 36889
-0.00134369 0.05319338 205 206 226 37617
-0.00255970 0.05318690 205 206 226 38221
-0.00330671 0.05321870 205 206 226 38846
-0.00440449 0.05316203 219 223 235 38521
-0.00558049 0.05318578 219 223 235 38221
-0.00636794 0.05318736 219 223 235 38371
-0.00744421 0.05321626 219 223 235 37621
-0.00840106 0.05319500 219 223 235 36889
-0.00968716 0.05317084 219 223 235 35517
-0.01047462 0.05317242 219 223 235 34996
-0.01148079 0.05321901 219 223 235 33410
-0.01243807 0.05319775 219 223 235 33642
-0.01314506 0.05325979 197 204 214 32728
-0.01451196 0.05317513 197 204 214 32385
-0.01552851 0.05317895 197 204 214 32607
-0.01654551 0.05318277 197 204 214 32828
-0.01749197 0.05320428 197 204 214 32832
-0.01844924 0.05318302 197 204 214 32721
-0.01946580 0.05318684 197 204 214 32492
-0.02055320 0.05317294 197 204 214 32278
-0.02149890 0.05319449 197 204 214 31428
-0.02235721 0.05317834 202 206 217 29039
-0.02346237 0.05321982 202 206 217 25210
0.02535142 0.05222045 126 124 145 23135
0.02409496 0.05218375 126 124 145 25621
0.02314849 0.05220526 126 124 145 27535
0.02124475 0.05220551 175 176 196 33414
0.02015735 0.05219160 175 176 196 35789
0.01931137 0.05221830 175 176 196 37921
0.01819389 0.05221693 175 176 196 37921
0.01737756 0.05223109 175 176 196 37771
0.01612077 0.05219435 175 176 196 39003
0.01517386 0.05221586 175 176 196 39321
0.01418695 0.05220714 175 176 196 40667
0.01329976 0.05220357 201 202 223 40325
0.01224244 0.05217712 201 202 223 39317
0.01146611 0.05222151 201 202 223 38378
0.01034983 0.05222018 201 202 223 37185
0.00915232 0.05215836 201 202 223 35517
0.00827551 0.05219756 201 202 223 36192
0.00715922 0.05219623 201 202 223 37475
0.00624240 0.05220520 201 202 223 39003
0.00522584 0.05220902 201 202 223 38071
0.00423892 0.05220030 205 206 226 36475
0.00318116 0.05217386 205 206 226 35785
0.00219468 0.05216514 205 206 226 34242
0.00114805 0.05218150 205 206 226 34617
0.00023123 0.05219047 205 206 226 35921
-0.00092551 0.05215892 205 206 226 37178
