//U V R G B Intensity
0.00104838 0.07151223 92 89 96 5807
0.00251712 0.07042058 92 89 96 2132
-0.00069642 0.07051392 92 89 96 3792
-0.00537868 0.06550013 78 71 89 475
-0.00260601 0.06242005 73 69 83 1153
-0.00418547 0.06151879 74 66 90 460
-0.00187653 0.05850651 71 66 86 1260
-0.00102660 0.05752243 71 66 86 1067
-0.00220671 0.05751267 71 66 86 932
-0.00630058 0.05751710 74 66 90 789
0.00853507 0.05640812 87 83 98 867
-0.00268773 0.05651550 71 66 86 1085
0.00834125 0.05542368 87 83 98 953
0.00299954 0.05550643 71 66 86 1096
-0.00646452 0.05560607 74 66 90 1153
0.00338156 0.05353336 70 65 88 1050
-0.00106674 0.05361313 70 65 88 1135
0.01383663 0.05231613 80 72 93 921
0.00361552 0.05242817 70 65 88 1046
-0.00061471 0.05252307 70 65 88 1078
0.01751808 0.05121214 80 72 93 1103
0.00645871 0.05133091 71 66 88 1107
0.00286319 0.05139780 70 65 88 992
0.00129403 0.05143317 70 65 88 1050
-0.00752138 0.05149843 67 58 89 1050
-0.00932308 0.05152488 67 58 89 1089
-0.01058543 0.05150941 67 58 89 1117
0.02215931 0.05013147 97 88 107 1007
0.01889254 0.05020674 80 72 93 1032
-0.00252430 0.05042802 70 65 88 1142
-0.00484301 0.05050416 67 58 89 1071
-0.00697260 0.05050786 67 58 89 1175
-0.01219246 0.05050629 67 58 89 1164
0.01457729 0.04922487 80 72 93 1003
-0.00208345 0.04941554 70 65 88 1142
-0.00506579 0.04953219 67 58 89 1157
-0.00935067 0.04952337 67 58 89 1096
-0.01263193 0.04960485 67 58 89 1210
-0.01546343 0.04962476 76 67 98 1100
0.02417962 0.04822054 97 88 107 1017
-0.01433463 0.04860224 76 67 98 1117
-0.01702977 0.04863162 76 67 98 1185
0.01463194 0.04732901 80 72 93 1117
0.01257148 0.04733029 71 66 88 867
0.00747540 0.04743010 71 66 88 989
0.00615893 0.04741087 71 66 88 1114
0.00312332 0.04750934 70 65 88 1107
-0.01577631 0.04769618 76 67 98 1278
0.02816418 0.04620894 97 88 107 1032
0.02722919 0.04621619 97 88 107 1010
0.02089835 0.04630244 80 72 93 932
0.01056847 0.04640685 71 66 88 960
-0.00484301 0.04650493 67 58 89 1100
-0.00573782 0.04652218 67 58 89 1075
0.01872581 0.04522500 90 82 106 964
0.01564863 0.04532785 90 82 106 1021
0.01051100 0.04533199 67 61 87 1003
-0.00754844 0.04559772 68 58 92 1085
-0.02579331 0.04572994 68 59 88 1267
0.02191507 0.04430121 130 120 144 960
0.01900183 0.04431544 90 82 106 960
0.01486783 0.04430988 90 82 106 978
0.00960643 0.04441264 67 61 87 914
0.00523985 0.04439815 67 61 87 1146
0.00317938 0.04449943 66 59 90 1182
-0.00614690 0.04459414 68 58 92 1046
-0.00815324 0.04459917 68 58 92 1157
0.02073162 0.04322028 90 82 106 1050
0.01669293 0.04332855 90 82 106 1060
0.00514224 0.04341322 67 61 87 1117
-0.00829241 0.04361858 68 58 92 1142
-0.00936377 0.04361637 68 58 92 1128
0.03242148 0.04211661 140 128 148 1260
